,flight_number,origin_station_code,destination_station_code,scheduled_departure_date,question_text,score,satisfaction_type,number_of_legs,driver_sub_group1,driver_sub_group2,generation,ua_uax,actual_flown_miles,haul_type,international_domestic_indicator,ques_verbatim_text,verbatim_text,meal_group,meal_category,meal_short_description,pre_order_qty,planned_entree_count,consumed_entree_count
4819,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,POULTRY,Chicken breast entree,1,22,0
4820,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,POULTRY,Chicken breast entree,3,22,0
4821,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,POULTRY,Chicken breast entree,1,22,0
4822,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,VEGETARIAN,Vegetarian entree,1,16,0
4823,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,POULTRY,Chicken breast entree,1,22,0
4824,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,POULTRY,Chicken breast entree,2,22,0
4825,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,POULTRY,Chicken breast entree,1,22,0
4826,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,POULTRY,Chicken breast entree,3,22,0
4827,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,POULTRY,Chicken breast entree,1,22,0
4828,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Dessert was a cookie on the food tray that was adequate. Chicken was dry. side of tomato sauce was thick and bland. Vegetables and salad were very good. No snacks were served which would have been nice to have.,ENTREES HOT,VEGETARIAN,Vegetarian entree,1,16,0
4829,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Dessert was a cookie on the food tray that was adequate. Chicken was dry. side of tomato sauce was thick and bland. Vegetables and salad were very good. No snacks were served which would have been nice to have.,ENTREES HOT,POULTRY,Chicken breast entree,1,22,0
4830,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Dessert was a cookie on the food tray that was adequate. Chicken was dry. side of tomato sauce was thick and bland. Vegetables and salad were very good. No snacks were served which would have been nice to have.,ENTREES HOT,POULTRY,Chicken breast entree,2,22,0
4831,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Dessert was a cookie on the food tray that was adequate. Chicken was dry. side of tomato sauce was thick and bland. Vegetables and salad were very good. No snacks were served which would have been nice to have.,ENTREES HOT,POULTRY,Chicken breast entree,1,22,0
4832,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Dessert was a cookie on the food tray that was adequate. Chicken was dry. side of tomato sauce was thick and bland. Vegetables and salad were very good. No snacks were served which would have been nice to have.,ENTREES HOT,POULTRY,Chicken breast entree,3,22,0
4833,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Dessert was a cookie on the food tray that was adequate. Chicken was dry. side of tomato sauce was thick and bland. Vegetables and salad were very good. No snacks were served which would have been nice to have.,ENTREES HOT,POULTRY,Chicken breast entree,1,22,0
4834,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Good choices.,ENTREES HOT,VEGETARIAN,Vegetarian entree,1,16,0
4835,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Good choices.,ENTREES HOT,POULTRY,Chicken breast entree,1,22,0
4836,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Good choices.,ENTREES HOT,POULTRY,Chicken breast entree,2,22,0
4837,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Good choices.,ENTREES HOT,POULTRY,Chicken breast entree,1,22,0
4838,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Good choices.,ENTREES HOT,POULTRY,Chicken breast entree,3,22,0
4839,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Good choices.,ENTREES HOT,POULTRY,Chicken breast entree,1,22,0
4840,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,VEGETARIAN,Vegetarian entree,1,16,0
4841,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,POULTRY,Chicken breast entree,1,22,0
4842,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,POULTRY,Chicken breast entree,2,22,0
4843,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,POULTRY,Chicken breast entree,1,22,0
4844,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,POULTRY,Chicken breast entree,3,22,0
4845,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,POULTRY,Chicken breast entree,1,22,0
4846,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,VEGETARIAN,Vegetarian entree,1,16,0
4847,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,POULTRY,Chicken breast entree,1,22,0
4848,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,POULTRY,Chicken breast entree,2,22,0
4849,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,POULTRY,Chicken breast entree,1,22,0
4850,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,POULTRY,Chicken breast entree,3,22,0
4851,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,POULTRY,Chicken breast entree,1,22,0
4852,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Dessert was a cookie on the food tray that was adequate. Chicken was dry. side of tomato sauce was thick and bland. Vegetables and salad were very good. No snacks were served which would have been nice to have.,ENTREES HOT,VEGETARIAN,Vegetarian entree,1,16,0
4853,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Dessert was a cookie on the food tray that was adequate. Chicken was dry. side of tomato sauce was thick and bland. Vegetables and salad were very good. No snacks were served which would have been nice to have.,ENTREES HOT,POULTRY,Chicken breast entree,1,22,0
4854,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Dessert was a cookie on the food tray that was adequate. Chicken was dry. side of tomato sauce was thick and bland. Vegetables and salad were very good. No snacks were served which would have been nice to have.,ENTREES HOT,POULTRY,Chicken breast entree,2,22,0
4855,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Dessert was a cookie on the food tray that was adequate. Chicken was dry. side of tomato sauce was thick and bland. Vegetables and salad were very good. No snacks were served which would have been nice to have.,ENTREES HOT,POULTRY,Chicken breast entree,1,22,0
4856,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Dessert was a cookie on the food tray that was adequate. Chicken was dry. side of tomato sauce was thick and bland. Vegetables and salad were very good. No snacks were served which would have been nice to have.,ENTREES HOT,POULTRY,Chicken breast entree,3,22,0
4857,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Dessert was a cookie on the food tray that was adequate. Chicken was dry. side of tomato sauce was thick and bland. Vegetables and salad were very good. No snacks were served which would have been nice to have.,ENTREES HOT,POULTRY,Chicken breast entree,1,22,0
4858,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Good choices.,ENTREES HOT,VEGETARIAN,Vegetarian entree,1,16,0
4859,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Good choices.,ENTREES HOT,POULTRY,Chicken breast entree,1,22,0
4860,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Good choices.,ENTREES HOT,POULTRY,Chicken breast entree,2,22,0
4861,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Good choices.,ENTREES HOT,POULTRY,Chicken breast entree,1,22,0
4862,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Good choices.,ENTREES HOT,POULTRY,Chicken breast entree,3,22,0
4863,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Good choices.,ENTREES HOT,POULTRY,Chicken breast entree,1,22,0
4864,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,VEGETARIAN,Vegetarian entree,1,16,0
4865,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,POULTRY,Chicken breast entree,1,22,0
4866,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,POULTRY,Chicken breast entree,2,22,0
4867,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,POULTRY,Chicken breast entree,1,22,0
4868,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,POULTRY,Chicken breast entree,3,22,0
4869,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,POULTRY,Chicken breast entree,1,22,0
4870,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,VEGETARIAN,Vegetarian entree,1,16,0
4871,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,POULTRY,Chicken breast entree,1,22,0
4872,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,POULTRY,Chicken breast entree,2,22,0
4873,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,POULTRY,Chicken breast entree,1,22,0
4874,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,POULTRY,Chicken breast entree,3,22,0
4875,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,POULTRY,Chicken breast entree,1,22,0
4876,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Dessert was a cookie on the food tray that was adequate. Chicken was dry. side of tomato sauce was thick and bland. Vegetables and salad were very good. No snacks were served which would have been nice to have.,ENTREES HOT,VEGETARIAN,Vegetarian entree,1,16,0
4877,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Dessert was a cookie on the food tray that was adequate. Chicken was dry. side of tomato sauce was thick and bland. Vegetables and salad were very good. No snacks were served which would have been nice to have.,ENTREES HOT,POULTRY,Chicken breast entree,1,22,0
4878,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Dessert was a cookie on the food tray that was adequate. Chicken was dry. side of tomato sauce was thick and bland. Vegetables and salad were very good. No snacks were served which would have been nice to have.,ENTREES HOT,POULTRY,Chicken breast entree,2,22,0
4879,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Dessert was a cookie on the food tray that was adequate. Chicken was dry. side of tomato sauce was thick and bland. Vegetables and salad were very good. No snacks were served which would have been nice to have.,ENTREES HOT,POULTRY,Chicken breast entree,1,22,0
4880,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Dessert was a cookie on the food tray that was adequate. Chicken was dry. side of tomato sauce was thick and bland. Vegetables and salad were very good. No snacks were served which would have been nice to have.,ENTREES HOT,POULTRY,Chicken breast entree,3,22,0
4881,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Dessert was a cookie on the food tray that was adequate. Chicken was dry. side of tomato sauce was thick and bland. Vegetables and salad were very good. No snacks were served which would have been nice to have.,ENTREES HOT,POULTRY,Chicken breast entree,1,22,0
4882,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Good choices.,ENTREES HOT,VEGETARIAN,Vegetarian entree,1,16,0
4883,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Good choices.,ENTREES HOT,POULTRY,Chicken breast entree,1,22,0
4884,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Good choices.,ENTREES HOT,POULTRY,Chicken breast entree,2,22,0
4885,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Good choices.,ENTREES HOT,POULTRY,Chicken breast entree,1,22,0
4886,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Good choices.,ENTREES HOT,POULTRY,Chicken breast entree,3,22,0
4887,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Good choices.,ENTREES HOT,POULTRY,Chicken breast entree,1,22,0
4888,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,VEGETARIAN,Vegetarian entree,1,16,0
4889,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,POULTRY,Chicken breast entree,1,22,0
4890,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,POULTRY,Chicken breast entree,2,22,0
4891,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,POULTRY,Chicken breast entree,1,22,0
4892,1044,AUX,EWX,2022-09-29,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,1958,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,POULTRY,Chicken breast entree,3,22,0
